Date,Store_ID,Store_Name,Product_ID,Product_Name,Category,Units_Sold,Price,Discount,Promotion,Holiday,Day_of_Week,Month,Season,Inventory_Level
2025-01-08,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,61,4.99,0.0,0,0,2,1,Winter,198
2025-01-09,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,78,4.99,0.0,0,0,3,1,Winter,120
2025-01-10,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,65,4.99,0.0,0,0,4,1,Winter,415
2025-01-11,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,92,4.99,0.0,0,0,5,1,Winter,323
2025-01-12,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,69,4.99,0.0,0,0,6,1,Winter,254
2025-01-13,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,64,4.99,0.0,0,0,0,1,Winter,190
2025-01-14,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,44,4.99,0.0,0,0,1,1,Winter,146
2025-01-15,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,47,4.99,0.0,0,0,2,1,Winter,99
2025-01-16,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,54,4.99,0.0,0,0,3,1,Winter,405
2025-01-17,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,50,4.99,0.0,0,0,4,1,Winter,355
2025-01-18,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,75,4.99,0.0,0,0,5,1,Winter,280
2025-01-19,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,60,4.99,0.0,0,0,6,1,Winter,220
2025-01-20,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,49,4.99,0.0,0,0,0,1,Winter,171
2025-01-21,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,53,4.99,0.0,0,0,1,1,Winter,118
2025-01-22,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,68,4.99,0.0,0,0,2,1,Winter,410
2025-01-23,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,67,4.99,0.0,0,0,3,1,Winter,343
2025-01-24,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,97,4.24,0.15,1,0,4,1,Winter,246
2025-01-25,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,102,4.24,0.15,1,0,5,1,Winter,144
2025-01-26,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,105,4.24,0.15,1,0,6,1,Winter,39
2025-01-27,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,56,4.24,0.15,1,0,0,1,Winter,343
2025-01-28,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,65,4.99,0.0,0,0,1,1,Winter,278
2025-01-29,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,63,4.99,0.0,0,0,2,1,Winter,215
2025-01-30,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,55,4.99,0.0,0,0,3,1,Winter,160
2025-01-31,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,54,4.99,0.0,0,0,4,1,Winter,106
2025-02-01,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,102,4.99,0.0,0,0,5,2,Winter,364
2025-02-02,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,69,4.99,0.0,0,0,6,2,Winter,295
2025-02-03,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,59,4.99,0.0,0,0,0,2,Winter,236
2025-02-04,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,40,4.99,0.0,0,0,1,2,Winter,196
2025-02-05,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,51,4.99,0.0,0,0,2,2,Winter,145
2025-02-06,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,61,4.99,0.0,0,0,3,2,Winter,84
2025-02-07,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,77,4.99,0.0,0,0,4,2,Winter,367
2025-02-08,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,79,4.99,0.0,0,0,5,2,Winter,288
2025-02-09,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,77,4.99,0.0,0,0,6,2,Winter,211
2025-02-10,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,42,4.99,0.0,0,0,0,2,Winter,169
2025-02-11,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,52,4.99,0.0,0,0,1,2,Winter,117
2025-02-12,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,57,4.99,0.0,0,0,2,2,Winter,420
2025-02-13,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,83,4.99,0.0,0,1,3,2,Winter,337
2025-02-14,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,105,4.99,0.0,0,1,4,2,Winter,232
2025-02-15,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,88,4.99,0.0,0,1,5,2,Winter,144
2025-02-16,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,54,4.99,0.0,0,0,6,2,Winter,90
2025-02-17,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,59,4.99,0.0,0,0,0,2,Winter,391
2025-02-18,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,80,4.24,0.15,1,0,1,2,Winter,311
2025-02-19,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,72,4.24,0.15,1,0,2,2,Winter,239
2025-02-20,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,110,4.24,0.15,1,0,3,2,Winter,129
2025-02-21,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,112,4.24,0.15,1,0,4,2,Winter,377
2025-02-22,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,100,4.99,0.0,0,0,5,2,Winter,277
2025-02-23,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,71,4.99,0.0,0,0,6,2,Winter,206
2025-02-24,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,65,4.99,0.0,0,0,0,2,Winter,141
2025-02-25,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,67,4.99,0.0,0,0,1,2,Winter,74
2025-02-26,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,53,4.99,0.0,0,0,2,2,Winter,381
2025-02-27,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,70,4.99,0.0,0,0,3,2,Winter,311
2025-02-28,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,83,4.99,0.0,0,0,4,2,Winter,228
2025-03-01,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,105,4.99,0.0,0,0,5,3,Spring,123
2025-03-02,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,62,4.99,0.0,0,0,6,3,Spring,421
2025-03-03,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,56,4.99,0.0,0,0,0,3,Spring,365
2025-03-04,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,63,4.99,0.0,0,0,1,3,Spring,302
2025-03-05,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,42,4.99,0.0,0,0,2,3,Spring,260
2025-03-06,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,52,4.99,0.0,0,0,3,3,Spring,208
2025-03-07,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,54,4.99,0.0,0,0,4,3,Spring,154
2025-03-08,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,84,4.99,0.0,0,0,5,3,Spring,70
2025-03-09,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,80,4.99,0.0,0,0,6,3,Spring,350
2025-03-10,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,63,4.99,0.0,0,0,0,3,Spring,287
2025-03-11,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,55,4.99,0.0,0,0,1,3,Spring,232
2025-03-12,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,71,4.99,0.0,0,0,2,3,Spring,161
2025-03-13,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,50,4.99,0.0,0,0,3,3,Spring,111
2025-03-14,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,58,4.99,0.0,0,0,4,3,Spring,413
2025-03-15,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,125,4.24,0.15,1,0,5,3,Spring,288
2025-03-16,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,111,4.24,0.15,1,0,6,3,Spring,177
2025-03-17,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,74,4.24,0.15,1,0,0,3,Spring,103
2025-03-18,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,54,4.24,0.15,1,0,1,3,Spring,409
2025-03-19,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,56,4.99,0.0,0,0,2,3,Spring,353
2025-03-20,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,51,4.99,0.0,0,0,3,3,Spring,302
2025-03-21,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,86,4.99,0.0,0,0,4,3,Spring,216
2025-03-22,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,92,4.99,0.0,0,0,5,3,Spring,124
2025-03-23,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,62,4.99,0.0,0,0,6,3,Spring,422
2025-03-24,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,47,4.99,0.0,0,0,0,3,Spring,375
2025-03-25,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,46,4.99,0.0,0,0,1,3,Spring,329
2025-03-26,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,57,4.99,0.0,0,0,2,3,Spring,272
2025-03-27,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,72,4.99,0.0,0,0,3,3,Spring,200
2025-03-28,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,67,4.99,0.0,0,0,4,3,Spring,133
2025-03-29,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,94,4.99,0.0,0,0,5,3,Spring,399
2025-03-30,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,66,4.99,0.0,0,0,6,3,Spring,333
2025-03-31,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,45,4.99,0.0,0,0,0,3,Spring,288
2025-04-01,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,54,4.99,0.0,0,0,1,4,Spring,234
2025-04-02,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,49,4.99,0.0,0,0,2,4,Spring,185
2025-04-03,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,58,4.99,0.0,0,0,3,4,Spring,127
2025-04-04,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,65,4.99,0.0,0,0,4,4,Spring,422
2025-04-05,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,114,4.99,0.0,0,0,5,4,Spring,308
2025-04-06,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,73,4.99,0.0,0,0,6,4,Spring,235
2025-04-07,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,46,4.99,0.0,0,0,0,4,Spring,189
2025-04-08,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,56,4.99,0.0,0,0,1,4,Spring,133
2025-04-09,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,82,4.24,0.15,1,0,2,4,Spring,411
2025-04-10,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,89,4.24,0.15,1,0,3,4,Spring,322
2025-04-11,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,125,4.24,0.15,1,0,4,4,Spring,197
2025-04-12,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,142,4.24,0.15,1,0,5,4,Spring,55
2025-04-13,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,67,4.99,0.0,0,0,6,4,Spring,348
2025-04-14,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,47,4.99,0.0,0,0,0,4,Spring,301
2025-04-15,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,52,4.99,0.0,0,0,1,4,Spring,249
2025-04-16,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,38,4.99,0.0,0,0,2,4,Spring,211
2025-04-17,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,49,4.99,0.0,0,0,3,4,Spring,162
2025-04-18,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,95,4.99,0.0,0,0,4,4,Spring,67
2025-04-19,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,110,4.99,0.0,0,0,5,4,Spring,317
2025-04-20,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,70,4.99,0.0,0,0,6,4,Spring,247
2025-04-21,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,56,4.99,0.0,0,0,0,4,Spring,191
2025-04-22,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,57,4.99,0.0,0,0,1,4,Spring,134
2025-04-23,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,84,4.99,0.0,0,0,2,4,Spring,410
2025-04-24,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,74,4.99,0.0,0,0,3,4,Spring,336
2025-04-25,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,77,4.99,0.0,0,0,4,4,Spring,259
2025-04-26,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,75,4.99,0.0,0,0,5,4,Spring,184
2025-04-27,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,55,4.99,0.0,0,0,6,4,Spring,129
2025-04-28,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,53,4.99,0.0,0,0,0,4,Spring,436
2025-04-29,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,48,4.99,0.0,0,0,1,4,Spring,388
2025-04-30,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,45,4.99,0.0,0,0,2,4,Spring,343
2025-05-01,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,57,4.99,0.0,0,0,3,5,Spring,286
2025-05-02,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,66,4.99,0.0,0,0,4,5,Spring,220
2025-05-03,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,109,4.99,0.0,0,0,5,5,Spring,111
2025-05-04,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,118,4.24,0.15,1,0,6,5,Spring,353
2025-05-05,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,74,4.24,0.15,1,0,0,5,Spring,279
2025-05-06,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,96,4.24,0.15,1,0,1,5,Spring,183
2025-05-07,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,84,4.24,0.15,1,0,2,5,Spring,99
2025-05-08,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,55,4.99,0.0,0,0,3,5,Spring,404
2025-05-09,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,96,4.99,0.0,0,0,4,5,Spring,308
2025-05-10,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,94,4.99,0.0,0,0,5,5,Spring,214
2025-05-11,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,61,4.99,0.0,0,0,6,5,Spring,153
2025-05-12,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,50,4.99,0.0,0,0,0,5,Spring,103
2025-05-13,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,47,4.99,0.0,0,0,1,5,Spring,416
2025-05-14,STR_01,Downtown Metro Mart,PRD_01,Organic Whole Milk 1 Gal,Dairy,45,4.99,0.0,0,0,2,5,Spring,371
